@relation  winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Quality
@data
6.3, 0.27, 0.49, 1.2, 0.063, 35.0, 92.0, 0.9911, 3.38, 0.42, 12.2, 6
7.7, 0.24, 0.3, 1.4, 0.041, 15.0, 102.0, 0.9929, 3.26, 0.53, 10.4, 6
7.2, 0.24, 0.3, 1.2, 0.037, 11.0, 95.0, 0.98914, 2.96, 0.36, 12.5, 6
5.2, 0.28, 0.29, 1.1, 0.028, 18.0, 69.0, 0.99168, 3.24, 0.54, 10.0, 6
7.7, 0.26, 0.51, 2.6, 0.045, 26.0, 159.0, 0.99126, 3.0, 0.5, 11.2, 6
6.9, 0.14, 0.38, 1.0, 0.041, 22.0, 81.0, 0.99043, 3.03, 0.54, 11.4, 6
7.4, 0.3, 0.49, 8.2, 0.055, 49.0, 188.0, 0.9974, 3.52, 0.58, 9.7, 6
6.3, 0.19, 0.28, 1.8, 0.022, 28.0, 158.0, 0.9907, 3.2, 0.64, 11.4, 6
5.6, 0.295, 0.26, 1.1, 0.035, 40.0, 102.0, 0.99154, 3.47, 0.56, 10.6, 6
6.0, 0.21, 0.38, 0.8, 0.02, 22.0, 98.0, 0.98941, 3.26, 0.32, 11.8, 6
8.3, 0.19, 0.49, 1.2, 0.051, 11.0, 137.0, 0.9918, 3.06, 0.46, 11.0, 6
6.1, 0.41, 0.0, 1.6, 0.063, 36.0, 87.0, 0.9914, 3.27, 0.67, 10.8, 6
5.8, 0.42, 0.3, 2.2, 0.035, 26.0, 129.0, 0.989, 3.32, 0.47, 12.9, 6
6.8, 0.27, 0.3, 13.0, 0.047, 69.0, 160.0, 0.99705, 3.16, 0.5, 9.6, 6
6.8, 0.43, 0.3, 3.5, 0.033, 27.0, 135.0, 0.9906, 3.0, 0.37, 12.0, 6
8.1, 0.2, 0.36, 9.7, 0.044, 63.0, 162.0, 0.997, 3.1, 0.46, 10.0, 6
5.7, 0.21, 0.25, 1.1, 0.035, 26.0, 81.0, 0.9902, 3.31, 0.52, 11.4, 6
7.6, 0.21, 0.44, 1.9, 0.036, 10.0, 119.0, 0.9913, 3.01, 0.7, 12.8, 6
6.6, 0.25, 0.31, 1.5, 0.035, 32.0, 127.0, 0.9921, 3.41, 0.47, 11.3, 6
6.3, 0.26, 0.49, 1.5, 0.052, 34.0, 134.0, 0.9924, 2.99, 0.61, 9.8, 6
7.2, 0.24, 0.29, 3.0, 0.036, 17.0, 117.0, 0.99411, 3.36, 0.68, 10.1, 6
6.1, 0.31, 0.26, 2.2, 0.051, 28.0, 167.0, 0.9926, 3.37, 0.47, 10.4, 6
6.3, 0.24, 0.22, 11.9, 0.05, 65.0, 179.0, 0.99659, 3.06, 0.58, 9.3, 6
7.6, 0.37, 0.34, 3.2, 0.028, 42.0, 162.0, 0.9903, 3.01, 0.33, 12.4, 6
7.2, 0.39, 0.54, 1.4, 0.157, 34.0, 132.0, 0.99449, 3.11, 0.53, 9.0, 6
8.3, 0.17, 0.31, 1.5, 0.049, 48.0, 153.0, 0.9942, 3.12, 0.58, 9.4, 6
6.3, 0.55, 0.45, 13.0, 0.047, 33.0, 182.0, 0.9974, 3.2, 0.46, 9.2, 6
6.0, 0.22, 0.23, 5.0, 0.045, 10.0, 122.0, 0.99261, 2.94, 0.63, 10.0, 6
6.0, 0.28, 0.24, 17.8, 0.047, 42.0, 111.0, 0.99896, 3.1, 0.45, 8.9, 6
6.9, 0.19, 0.28, 3.0, 0.054, 33.0, 99.0, 0.9924, 3.16, 0.4, 10.8, 6
6.5, 0.3, 0.28, 11.45, 0.041, 29.0, 109.0, 0.99418, 2.98, 0.3, 10.9, 6
6.0, 0.34, 0.29, 6.1, 0.046, 29.0, 134.0, 0.99462, 3.48, 0.57, 10.7, 6
6.4, 0.37, 0.49, 13.3, 0.045, 53.0, 243.0, 0.9982, 3.14, 0.48, 8.5, 6
8.1, 0.34, 0.28, 7.5, 0.04, 70.0, 230.0, 0.99558, 3.14, 0.55, 9.8, 6
5.8, 0.28, 0.3, 3.9, 0.026, 36.0, 105.0, 0.98963, 3.26, 0.58, 12.75, 6
6.0, 0.25, 0.4, 5.7, 0.052, 56.0, 152.0, 0.99398, 3.16, 0.88, 10.5, 6
6.3, 0.33, 0.42, 17.2, 0.037, 57.0, 170.0, 0.99884, 3.26, 0.57, 9.4, 6
8.2, 0.2, 0.36, 8.1, 0.035, 60.0, 163.0, 0.9952, 3.05, 0.3, 10.3, 6
6.9, 0.28, 0.28, 12.2, 0.042, 52.0, 139.0, 0.99522, 3.03, 0.56, 10.4, 6
5.8, 0.23, 0.27, 1.8, 0.043, 24.0, 69.0, 0.9933, 3.38, 0.31, 9.4, 6
6.9, 0.14, 0.29, 9.9, 0.056, 30.0, 91.0, 0.99512, 3.19, 0.33, 9.9, 6
5.7, 0.36, 0.21, 6.7, 0.038, 51.0, 166.0, 0.9941, 3.29, 0.63, 10.0, 6
6.2, 0.55, 0.45, 12.0, 0.049, 27.0, 186.0, 0.9974, 3.17, 0.5, 9.3, 6
5.3, 0.36, 0.27, 6.3, 0.028, 40.0, 132.0, 0.99186, 3.37, 0.4, 11.6, 6
6.8, 0.15, 0.41, 12.9, 0.044, 79.5, 183.0, 0.99742, 3.24, 0.78, 10.2, 6
6.3, 0.24, 0.74, 1.4, 0.172, 24.0, 108.0, 0.9932, 3.27, 0.39, 9.9, 6
5.0, 0.33, 0.16, 1.5, 0.049, 10.0, 97.0, 0.9917, 3.48, 0.44, 10.7, 6
5.5, 0.62, 0.33, 1.7, 0.037, 24.0, 118.0, 0.98758, 3.15, 0.39, 13.55, 6
7.6, 0.29, 0.58, 17.5, 0.041, 51.0, 225.0, 0.9997, 3.16, 0.66, 9.5, 6
7.0, 0.23, 0.33, 1.0, 0.043, 46.0, 110.0, 0.99118, 3.04, 0.65, 10.8, 6
7.9, 0.44, 0.26, 4.45, 0.033, 23.0, 100.0, 0.99117, 3.17, 0.52, 12.7, 6
5.8, 0.36, 0.32, 1.7, 0.033, 22.0, 96.0, 0.9898, 3.03, 0.38, 11.2, 6
7.1, 0.15, 0.34, 1.0, 0.033, 27.0, 73.0, 0.98974, 3.24, 0.41, 12.2, 6
6.8, 0.3, 0.27, 11.6, 0.028, 22.0, 97.0, 0.99314, 2.96, 0.38, 11.7, 6
6.5, 0.19, 0.34, 1.6, 0.029, 39.0, 116.0, 0.98954, 3.21, 0.68, 12.5, 6
7.0, 0.24, 0.34, 3.0, 0.035, 36.0, 102.0, 0.9905, 3.18, 0.43, 12.2, 6
6.0, 0.17, 0.36, 1.7, 0.042, 14.0, 61.0, 0.99144, 3.22, 0.54, 10.8, 6
8.1, 0.19, 0.4, 0.9, 0.037, 73.0, 180.0, 0.9926, 3.06, 0.34, 10.0, 6
6.2, 0.3, 0.31, 1.2, 0.048, 19.0, 125.0, 0.98999, 3.32, 0.54, 12.6, 6
6.9, 0.37, 0.28, 13.8, 0.031, 34.0, 137.0, 0.9948, 3.1, 0.37, 11.6, 6
7.3, 0.22, 0.49, 9.9, 0.031, 48.0, 161.0, 0.9937, 3.01, 0.28, 11.2, 6
8.2, 0.22, 0.49, 9.6, 0.037, 53.0, 154.0, 0.9951, 3.02, 0.33, 10.6, 6
7.0, 0.29, 0.49, 3.8, 0.047, 37.0, 136.0, 0.9938, 2.95, 0.4, 9.4, 6
6.1, 0.68, 0.52, 1.4, 0.037, 32.0, 123.0, 0.99022, 3.24, 0.45, 12.0, 6
6.5, 0.17, 0.31, 1.5, 0.041, 34.0, 121.0, 0.99092, 3.06, 0.46, 10.5, 6
6.4, 0.3, 0.27, 4.4, 0.055, 17.0, 135.0, 0.9925, 3.23, 0.44, 12.2, 6
7.5, 0.29, 0.67, 8.1, 0.037, 53.0, 166.0, 0.9966, 2.9, 0.41, 8.9, 6
5.9, 0.2, 0.28, 1.0, 0.043, 45.0, 100.0, 0.99033, 3.4, 0.41, 11.4, 6
8.0, 0.25, 0.26, 14.0, 0.043, 41.0, 248.0, 0.9986, 3.03, 0.57, 8.7, 6
6.2, 0.24, 0.27, 16.8, 0.04, 48.0, 129.0, 0.99691, 3.23, 0.38, 10.5, 6
6.8, 0.27, 0.28, 7.8, 0.038, 26.0, 89.0, 0.9915, 3.24, 0.34, 12.5, 6
7.0, 0.13, 0.37, 12.85, 0.042, 36.0, 105.0, 0.99581, 3.05, 0.55, 10.7, 6
6.3, 0.29, 0.4, 6.5, 0.039, 43.0, 167.0, 0.9953, 3.15, 0.44, 9.3, 6
6.8, 0.21, 0.49, 14.5, 0.06, 50.0, 170.0, 0.9991, 3.55, 0.44, 9.8, 6
6.4, 0.13, 0.28, 0.9, 0.045, 32.0, 87.0, 0.99175, 3.47, 0.52, 11.2, 6
9.0, 0.22, 0.49, 10.4, 0.048, 52.0, 195.0, 0.9987, 3.31, 0.44, 10.2, 6
7.5, 0.38, 0.33, 9.2, 0.043, 19.0, 116.0, 0.99444, 3.08, 0.42, 11.4, 6
7.5, 0.17, 0.44, 11.3, 0.046, 65.0, 146.0, 0.997, 3.17, 0.45, 10.0, 6
6.9, 0.22, 0.31, 6.3, 0.029, 41.0, 131.0, 0.99326, 3.08, 0.49, 10.8, 6
6.9, 0.33, 0.21, 1.0, 0.053, 39.0, 148.0, 0.9927, 3.12, 0.45, 9.4, 6
10.7, 0.22, 0.56, 8.2, 0.044, 37.0, 181.0, 0.998, 2.87, 0.68, 9.5, 6
6.2, 0.355, 0.35, 2.0, 0.046, 31.0, 95.0, 0.98822, 3.06, 0.46, 13.6, 6
8.4, 0.16, 0.33, 1.5, 0.033, 16.0, 98.0, 0.994, 3.14, 0.42, 9.7, 6
7.5, 0.42, 0.45, 9.1, 0.029, 20.0, 125.0, 0.996, 3.12, 0.36, 10.1, 6
6.4, 0.21, 0.3, 5.6, 0.044, 43.0, 160.0, 0.9949, 3.6, 0.41, 10.6, 6
9.0, 0.2, 0.33, 3.5, 0.049, 10.0, 40.0, 0.9944, 3.14, 0.36, 9.8, 6
8.1, 0.25, 0.34, 10.1, 0.05, 30.0, 121.0, 0.99724, 3.17, 0.49, 10.1, 6
6.4, 0.2, 0.22, 7.4, 0.032, 53.0, 172.0, 0.99404, 3.24, 0.58, 11.0, 6
6.2, 0.27, 0.26, 12.1, 0.046, 43.0, 127.0, 0.9951, 3.16, 0.37, 10.8, 6
6.6, 0.32, 0.22, 16.7, 0.046, 38.0, 133.0, 0.9979, 3.22, 0.67, 10.4, 6
6.8, 0.29, 0.32, 1.8, 0.032, 18.0, 130.0, 0.99095, 3.05, 0.62, 11.2, 6
7.1, 0.43, 0.25, 2.8, 0.036, 43.0, 132.0, 0.98975, 3.21, 0.47, 13.4, 6
6.1, 0.14, 0.25, 1.3, 0.047, 37.0, 173.0, 0.9925, 3.35, 0.46, 10.0, 6
8.3, 0.2, 0.35, 0.9, 0.05, 12.0, 74.0, 0.992, 3.13, 0.38, 10.5, 6
6.7, 0.28, 0.28, 4.5, 0.051, 14.0, 92.0, 0.99224, 3.36, 0.58, 11.9, 6
6.3, 0.32, 0.26, 12.0, 0.049, 63.0, 170.0, 0.9961, 3.14, 0.55, 9.9, 6
10.0, 0.23, 0.27, 14.1, 0.033, 45.0, 166.0, 0.9988, 2.72, 0.43, 9.7, 6
6.6, 0.27, 0.3, 1.9, 0.025, 14.0, 153.0, 0.9928, 3.29, 0.62, 10.5, 6
6.8, 0.26, 0.48, 6.2, 0.049, 55.0, 182.0, 0.99582, 3.21, 0.45, 9.4, 6
6.9, 0.24, 0.23, 7.1, 0.041, 20.0, 97.0, 0.99246, 3.1, 0.85, 11.4, 6
7.8, 0.18, 0.31, 12.2, 0.053, 46.0, 140.0, 0.998, 3.06, 0.53, 8.9, 6
6.4, 0.3, 0.36, 2.0, 0.052, 18.0, 141.0, 0.99273, 3.38, 0.53, 10.5, 6
7.2, 0.17, 0.34, 6.4, 0.042, 16.0, 111.0, 0.99278, 2.99, 0.4, 10.8, 6
6.3, 0.32, 0.17, 17.75, 0.06, 51.0, 190.0, 0.99916, 3.13, 0.48, 8.8, 6
6.9, 0.38, 0.29, 13.65, 0.048, 52.0, 189.0, 0.99784, 3.0, 0.6, 9.5, 6
7.2, 0.23, 0.32, 8.5, 0.058, 47.0, 186.0, 0.9956, 3.19, 0.4, 9.9, 6
6.2, 0.35, 0.2, 18.1, 0.069, 33.0, 158.0, 0.99908, 3.15, 0.5, 8.8, 6
6.0, 0.28, 0.52, 5.0, 0.078, 30.0, 139.0, 0.99494, 3.1, 0.36, 9.0, 6
8.5, 0.3, 0.28, 3.1, 0.054, 54.0, 174.0, 0.99543, 3.21, 0.43, 9.4, 6
7.3, 0.19, 0.24, 6.3, 0.054, 34.0, 231.0, 0.9964, 3.36, 0.54, 10.0, 6
5.7, 0.22, 0.33, 1.9, 0.036, 37.0, 110.0, 0.98945, 3.26, 0.58, 12.4, 6
6.9, 0.3, 0.25, 3.3, 0.041, 26.0, 124.0, 0.99428, 3.18, 0.5, 9.3, 6
7.3, 0.3, 0.22, 6.4, 0.056, 44.0, 168.0, 0.9947, 3.13, 0.35, 10.1, 6
5.7, 0.22, 0.25, 1.1, 0.05, 97.0, 175.0, 0.99099, 3.44, 0.62, 11.1, 6
6.9, 0.18, 0.38, 8.1, 0.049, 44.0, 176.0, 0.9958, 3.3, 0.54, 9.8, 6
6.6, 0.16, 0.21, 6.7, 0.055, 43.0, 157.0, 0.99384, 3.15, 0.52, 10.8, 6
6.6, 0.44, 0.32, 3.0, 0.095, 13.0, 75.0, 0.98954, 3.1, 0.63, 12.8, 6
6.8, 0.26, 0.32, 7.0, 0.041, 38.0, 118.0, 0.9939, 3.25, 0.52, 10.8, 6
5.8, 0.36, 0.26, 3.3, 0.038, 40.0, 153.0, 0.9911, 3.34, 0.55, 11.3, 6
7.5, 0.38, 0.29, 12.7, 0.05, 25.0, 209.0, 0.9986, 3.25, 0.59, 9.3, 6
6.6, 0.26, 0.24, 7.2, 0.038, 28.0, 137.0, 0.9952, 3.35, 0.6, 10.4, 6
7.4, 0.14, 0.3, 1.3, 0.033, 25.0, 91.0, 0.99268, 3.53, 0.39, 10.6, 6
6.7, 0.27, 0.33, 3.6, 0.034, 9.0, 45.0, 0.99144, 3.08, 0.4, 10.5, 6
6.5, 0.26, 0.27, 12.9, 0.044, 69.0, 215.0, 0.9967, 3.17, 0.43, 10.0, 6
6.4, 0.41, 0.24, 14.0, 0.048, 24.0, 113.0, 0.9982, 3.44, 0.53, 9.8, 6
6.7, 0.3, 0.5, 12.1, 0.045, 38.0, 127.0, 0.9974, 3.04, 0.53, 8.9, 6
7.0, 0.21, 0.28, 8.7, 0.045, 37.0, 222.0, 0.9954, 3.25, 0.54, 10.4, 6
7.3, 0.2, 0.26, 1.6, 0.04, 36.0, 123.0, 0.99238, 3.34, 0.44, 10.8, 6
7.9, 0.27, 0.27, 1.7, 0.034, 25.0, 122.0, 0.99088, 2.97, 0.51, 11.9, 6
8.4, 0.58, 0.27, 12.15, 0.033, 37.0, 116.0, 0.9959, 2.99, 0.39, 10.8, 6
5.4, 0.15, 0.32, 2.5, 0.037, 10.0, 51.0, 0.98878, 3.04, 0.58, 12.6, 6
6.3, 0.17, 0.32, 4.2, 0.04, 37.0, 117.0, 0.99182, 3.24, 0.43, 11.3, 6
6.4, 0.42, 0.74, 12.8, 0.076, 48.0, 209.0, 0.9978, 3.12, 0.58, 9.0, 6
7.3, 0.22, 0.37, 14.3, 0.063, 48.0, 191.0, 0.9978, 2.89, 0.38, 9.0, 6
7.5, 0.24, 0.29, 1.1, 0.046, 34.0, 84.0, 0.9902, 3.04, 0.39, 11.45, 6
6.5, 0.18, 0.26, 1.4, 0.041, 40.0, 141.0, 0.9941, 3.34, 0.72, 9.5, 6
6.5, 0.43, 0.28, 11.25, 0.032, 31.0, 87.0, 0.9922, 3.02, 0.38, 12.4, 6
5.9, 0.29, 0.25, 12.0, 0.057, 48.0, 224.0, 0.9981, 3.23, 0.41, 9.0, 6
5.3, 0.32, 0.23, 9.65, 0.026, 26.0, 119.0, 0.99168, 3.18, 0.53, 12.2, 6
7.6, 0.28, 0.39, 1.9, 0.052, 23.0, 116.0, 0.9941, 3.25, 0.4, 10.4, 6
6.8, 0.19, 0.71, 17.5, 0.042, 21.0, 114.0, 0.99784, 2.85, 0.5, 9.5, 6
7.8, 0.2, 0.32, 5.0, 0.016, 31.0, 101.0, 0.99186, 2.99, 0.39, 11.0, 6
6.8, 0.22, 0.3, 10.6, 0.07, 67.0, 194.0, 0.99654, 2.89, 0.42, 9.0, 6
7.1, 0.3, 0.36, 6.8, 0.055, 44.5, 234.0, 0.9972, 3.49, 0.64, 10.2, 6
6.1, 0.21, 0.3, 6.3, 0.039, 47.0, 136.0, 0.99068, 3.27, 0.31, 12.7, 6
6.4, 0.24, 0.49, 5.8, 0.053, 25.0, 120.0, 0.9942, 3.01, 0.98, 10.5, 6
7.1, 0.21, 0.33, 1.2, 0.039, 34.0, 97.0, 0.99112, 3.11, 0.75, 11.2, 6
7.9, 0.18, 0.49, 5.2, 0.051, 36.0, 157.0, 0.9953, 3.18, 0.48, 10.6, 6
8.0, 0.28, 0.3, 8.4, 0.03, 35.0, 115.0, 0.99192, 2.93, 0.42, 12.3, 6
7.8, 0.2, 0.2, 1.4, 0.036, 25.0, 83.0, 0.99088, 3.03, 0.46, 11.7, 6
6.0, 0.26, 0.32, 3.8, 0.029, 48.0, 180.0, 0.99011, 3.15, 0.34, 12.0, 6
6.2, 0.2, 0.28, 1.1, 0.039, 24.0, 78.0, 0.9899, 3.36, 0.47, 12.1, 6
6.5, 0.24, 0.38, 1.0, 0.027, 31.0, 90.0, 0.98926, 3.24, 0.36, 12.3, 6
6.5, 0.26, 0.31, 1.3, 0.034, 59.0, 145.0, 0.98944, 3.16, 0.54, 12.4, 6
6.7, 0.15, 0.38, 1.7, 0.037, 20.0, 84.0, 0.99046, 3.09, 0.53, 11.4, 6
6.2, 0.34, 0.25, 12.1, 0.059, 33.0, 171.0, 0.99769, 3.14, 0.56, 8.7, 6
7.1, 0.34, 0.32, 2.0, 0.051, 29.0, 130.0, 0.99354, 3.3, 0.5, 10.4, 6
6.7, 0.26, 0.29, 7.7, 0.038, 40.0, 179.0, 0.99479, 3.23, 0.56, 10.4, 6
6.9, 0.22, 0.32, 5.8, 0.041, 20.0, 119.0, 0.99296, 3.17, 0.55, 11.2, 6
6.7, 0.23, 0.39, 2.5, 0.172, 63.0, 158.0, 0.9937, 3.11, 0.36, 9.4, 6
5.8, 0.29, 0.33, 3.7, 0.029, 30.0, 88.0, 0.98994, 3.25, 0.42, 12.3, 6
5.7, 0.25, 0.22, 9.8, 0.049, 50.0, 125.0, 0.99571, 3.2, 0.45, 10.1, 6
7.4, 0.19, 0.42, 6.4, 0.067, 39.0, 212.0, 0.9958, 3.3, 0.33, 9.6, 6
6.6, 0.285, 0.49, 11.4, 0.035, 57.0, 137.0, 0.99732, 3.08, 0.54, 8.9, 6
7.0, 0.27, 0.36, 20.7, 0.045, 45.0, 170.0, 1.001, 3.0, 0.45, 8.8, 6
6.2, 0.47, 0.19, 8.3, 0.029, 24.0, 142.0, 0.992, 3.22, 0.45, 12.3, 6
8.5, 0.15, 0.49, 1.5, 0.031, 17.0, 122.0, 0.9932, 3.03, 0.4, 10.3, 6
7.3, 0.26, 0.49, 5.0, 0.028, 32.0, 107.0, 0.9936, 3.24, 0.54, 10.8, 6
7.1, 0.22, 0.74, 2.7, 0.044, 42.0, 144.0, 0.991, 3.31, 0.41, 12.2, 6
8.5, 0.28, 0.34, 13.8, 0.041, 32.0, 161.0, 0.9981, 3.13, 0.4, 9.9, 6
6.4, 0.33, 0.28, 1.1, 0.038, 30.0, 110.0, 0.9917, 3.12, 0.42, 10.5, 6
6.8, 0.27, 0.28, 13.3, 0.076, 50.0, 163.0, 0.9979, 3.03, 0.38, 8.6, 6
6.5, 0.16, 0.33, 4.8, 0.043, 45.0, 114.0, 0.992, 3.18, 0.44, 11.2, 6
6.9, 0.26, 0.29, 4.2, 0.043, 33.0, 114.0, 0.9902, 3.16, 0.31, 12.5, 6
8.0, 0.28, 0.32, 7.6, 0.045, 61.0, 204.0, 0.99543, 3.1, 0.55, 10.1, 6
5.8, 0.22, 0.29, 1.3, 0.036, 25.0, 68.0, 0.98865, 3.24, 0.35, 12.6, 6
7.0, 0.22, 0.32, 1.6, 0.045, 40.0, 120.0, 0.9914, 2.98, 0.44, 10.5, 6
5.1, 0.11, 0.32, 1.6, 0.028, 12.0, 90.0, 0.99008, 3.57, 0.52, 12.2, 6
6.7, 0.24, 0.39, 2.9, 0.173, 63.0, 157.0, 0.9937, 3.1, 0.34, 9.4, 6
7.2, 0.27, 0.42, 1.6, 0.05, 35.0, 135.0, 0.992, 2.94, 0.46, 11.0, 6
6.0, 0.52, 0.33, 7.7, 0.046, 24.0, 119.0, 0.99224, 3.04, 0.38, 11.0, 6
7.3, 0.205, 0.31, 1.7, 0.06, 34.0, 110.0, 0.9963, 3.72, 0.69, 10.5, 6
6.7, 0.24, 0.31, 2.3, 0.044, 37.0, 113.0, 0.99013, 3.29, 0.46, 12.9, 6
5.9, 0.28, 0.34, 3.6, 0.04, 50.0, 194.0, 0.9912, 3.31, 0.52, 11.6, 6
7.2, 0.2, 0.61, 16.2, 0.043, 14.0, 103.0, 0.9987, 3.06, 0.36, 9.2, 6
6.6, 0.16, 0.34, 1.1, 0.037, 41.0, 115.0, 0.9899, 3.01, 0.68, 12.0, 6
6.8, 0.3, 0.27, 11.6, 0.028, 22.0, 97.0, 0.99314, 2.96, 0.38, 11.7, 6
7.7, 0.29, 0.48, 2.3, 0.049, 36.0, 178.0, 0.9931, 3.17, 0.64, 10.6, 6
6.0, 0.26, 0.26, 2.2, 0.035, 10.0, 72.0, 0.989465, 3.11, 0.48, 12.15, 6
6.8, 0.17, 0.34, 2.0, 0.04, 38.0, 111.0, 0.99, 3.24, 0.45, 12.9, 6
6.8, 0.32, 0.37, 3.4, 0.023, 19.0, 87.0, 0.9902, 3.14, 0.53, 12.7, 6
6.8, 0.16, 0.36, 1.3, 0.034, 32.0, 98.0, 0.99058, 3.02, 0.58, 11.3, 6
6.8, 0.29, 0.22, 3.4, 0.035, 40.0, 122.0, 0.99024, 3.09, 0.47, 12.3, 6
7.9, 0.2, 0.34, 1.2, 0.04, 29.0, 118.0, 0.9932, 3.14, 0.41, 10.6, 6
5.9, 0.34, 0.3, 3.8, 0.035, 57.0, 135.0, 0.99016, 3.09, 0.34, 12.0, 6
5.9, 0.62, 0.28, 3.5, 0.039, 55.0, 152.0, 0.9907, 3.44, 0.44, 12.0, 6
6.6, 0.23, 0.37, 8.5, 0.036, 46.0, 153.0, 0.99576, 3.2, 0.48, 9.4, 6
7.7, 0.46, 0.18, 3.3, 0.054, 18.0, 143.0, 0.99392, 3.12, 0.51, 10.8, 6
8.3, 0.18, 0.3, 1.1, 0.033, 20.0, 57.0, 0.99109, 3.02, 0.51, 11.0, 6
5.7, 0.31, 0.29, 7.3, 0.05, 33.0, 143.0, 0.99332, 3.31, 0.5, 11.0666666666667, 6
5.8, 0.24, 0.39, 1.5, 0.054, 37.0, 158.0, 0.9932, 3.21, 0.52, 9.3, 6
7.2, 0.21, 0.34, 1.1, 0.046, 25.0, 80.0, 0.992, 3.25, 0.4, 11.3, 6
6.7, 0.15, 0.32, 7.9, 0.034, 17.0, 81.0, 0.99512, 3.29, 0.31, 10.0, 6
6.3, 0.37, 0.37, 1.5, 0.024, 12.0, 76.0, 0.98876, 2.94, 0.39, 12.3, 6
7.4, 0.23, 0.43, 1.4, 0.044, 22.0, 113.0, 0.9938, 3.22, 0.62, 10.6, 6
6.3, 0.2, 0.26, 12.7, 0.046, 60.0, 143.0, 0.99526, 3.26, 0.35, 10.8, 6
6.7, 0.28, 0.42, 3.5, 0.035, 43.0, 105.0, 0.99021, 3.18, 0.38, 12.2, 6
6.4, 0.15, 0.31, 1.1, 0.044, 25.0, 96.0, 0.9932, 3.54, 0.51, 10.3, 6
6.3, 0.27, 0.25, 5.8, 0.038, 52.0, 155.0, 0.995, 3.28, 0.38, 9.4, 6
5.0, 0.35, 0.25, 7.8, 0.031, 24.0, 116.0, 0.99241, 3.39, 0.4, 11.3, 6
7.4, 0.34, 0.42, 1.1, 0.033, 17.0, 171.0, 0.9917, 3.12, 0.53, 11.3, 6
6.2, 0.12, 0.34, 1.5, 0.045, 43.0, 117.0, 0.9939, 3.42, 0.51, 9.0, 6
7.0, 0.2, 0.33, 4.7, 0.03, 25.0, 76.0, 0.99202, 2.88, 0.54, 10.5, 6
6.8, 0.24, 0.34, 2.7, 0.047, 64.5, 218.5, 0.9934, 3.3, 0.58, 9.7, 6
7.6, 0.2, 0.31, 1.4, 0.047, 41.0, 142.0, 0.9934, 3.43, 0.53, 10.1, 6
6.5, 0.2, 0.31, 2.1, 0.033, 32.0, 95.0, 0.989435, 2.96, 0.61, 12.0, 6
6.2, 0.15, 0.46, 1.6, 0.039, 38.0, 123.0, 0.993, 3.38, 0.51, 9.7, 6
6.8, 0.24, 0.37, 7.45, 0.043, 59.0, 188.0, 0.99579, 3.2, 0.5, 9.4, 6
7.8, 0.25, 0.41, 3.7, 0.042, 37.0, 149.0, 0.9954, 3.36, 0.45, 10.0, 6
7.1, 0.17, 0.4, 14.55, 0.047, 47.0, 156.0, 0.99945, 3.34, 0.78, 9.1, 6
7.5, 0.25, 0.32, 8.2, 0.024, 53.0, 209.0, 0.99563, 3.12, 0.46, 10.8, 6
7.9, 0.22, 0.45, 14.2, 0.038, 53.0, 141.0, 0.9992, 3.03, 0.46, 9.2, 6
7.8, 0.16, 0.41, 1.7, 0.026, 29.0, 140.0, 0.991, 3.02, 0.78, 12.5, 6
6.4, 0.38, 0.2, 5.3, 0.117, 57.0, 181.0, 0.99459, 3.24, 0.43, 9.5, 6
7.3, 0.28, 0.36, 12.7, 0.04, 38.0, 140.0, 0.998, 3.3, 0.79, 9.6, 6
6.0, 0.21, 0.34, 2.0, 0.042, 63.0, 123.0, 0.99052, 3.44, 0.42, 11.4, 6
7.6, 0.22, 0.34, 9.7, 0.035, 26.0, 143.0, 0.9965, 3.08, 0.49, 9.8, 6
7.2, 0.23, 0.38, 14.3, 0.058, 55.0, 194.0, 0.9979, 3.09, 0.44, 9.0, 6
7.7, 0.23, 0.31, 10.7, 0.038, 59.0, 186.0, 0.9969, 3.12, 0.55, 9.5, 6
7.7, 0.32, 0.62, 10.6, 0.036, 56.0, 153.0, 0.9978, 3.13, 0.44, 8.9, 6
7.3, 0.41, 0.24, 6.8, 0.057, 41.0, 163.0, 0.9949, 3.2, 0.41, 9.9, 6
7.9, 0.28, 0.41, 4.9, 0.058, 31.0, 153.0, 0.9966, 3.27, 0.51, 9.7, 6
7.6, 0.27, 0.34, 5.0, 0.04, 18.0, 56.0, 0.99084, 3.06, 0.48, 12.4, 6
5.6, 0.23, 0.25, 8.0, 0.043, 31.0, 101.0, 0.99429, 3.19, 0.42, 10.4, 6
7.7, 0.32, 0.62, 10.6, 0.036, 56.0, 153.0, 0.9978, 3.13, 0.44, 8.9, 6
